Country,Date,Product,AMI,MOSact,MOSproj,Order
Burundi,2/28/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",1200,,8.62,
Burundi,2/28/2019,"Raltegravir 400 mg Tablet, 60 Tabs",18,,72.44,
Burundi,2/28/2019,"Ritonavir 100 mg Tablet, 30 Tabs",18,,33,
Burundi,2/28/2019,"Zidovudine 10 mg/mL Oral Suspension w/ Syringe, 240 mL",1680,,9.47,
Burundi,3/31/2019,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",1061,,15.29,
Burundi,3/31/2019,"Abacavir/Lamivudine 600/300 mg Tab, 30 Tabs",1675,,10.77,
Burundi,3/31/2019,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",2069,,1.16,
Burundi,3/31/2019,"Darunavir 600 mg Tablet, 60 Tabs",18,,69.17,
Burundi,3/31/2019,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 30 Tabs",0,,,
Burundi,3/31/2019,"Dolutegravir 50 mg Tablet, 30 Tabs",0,,,
Burundi,3/31/2019,"Efavirenz 200 mg Capsules, 90 Caps",520,,8.99,
Burundi,3/31/2019,"Efavirenz 600 mg Tablet, 30 Tabs",3100,,16.43,
Burundi,3/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",37532,,2.32,
Burundi,3/31/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",700,,6.83,
Burundi,3/31/2019,"HIV-1/2 OraQuick ADVANCE Rpd Ab Tst, 1 Test",800,,11.91,
Burundi,3/31/2019,"Bioline HIV/Syphilis DUO, 25 Tests",1759,,1.06,
Burundi,3/31/2019,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",110,,16.74,
Burundi,3/31/2019,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",1700,,8.18,
Burundi,3/31/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",3104,,18.88,
Burundi,3/31/2019,"Lamivudine/Zidovudine 30/60 mg Tablet, 60 Tabs",393,,4.25,
Burundi,3/31/2019,"Lopinavir/Ritonavir 100/25 mg Tab, 60 Tabs",730,,3.52,
Burundi,3/31/2019,"Lopinavir/ritonavir 200/50 mg Tab, 120 Tabs",60,,7.97,
Burundi,3/31/2019,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",40,,13.18,
Burundi,3/31/2019,"Nevirapine 10 mg/mL Susp w/ Syringe, 100 mL",891,,3.23,
Burundi,3/31/2019,"Nevirapine 200 mg Tablet, 60 Tabs",1700,,3.41,
Burundi,3/31/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",9166,,8.68,
Burundi,3/31/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",1200,,7.57,
Burundi,3/31/2019,"Raltegravir 400 mg Tablet, 60 Tabs",18,,71.56,
Burundi,3/31/2019,"Ritonavir 100 mg Tablet, 30 Tabs",18,,32.44,
Burundi,3/31/2019,"Zidovudine 10 mg/mL Oral Suspension w/ Syringe, 240 mL",1680,,9.47,
Cameroon,5/31/2018,"Abacavir/Lamivudine 600/300 mg, Tablet, 30 Tabs",0,0,,
Cameroon,5/31/2018,"Abacavir/Lamivudine 120/60 mg, Tablet, 30 Tabs ",0,0,,
Cameroon,5/31/2018,"Atazanavir/ritonavir 300/100 mg, Tablet, 30 Tabs",0,0,,
Cameroon,5/31/2018,"Darunavir 600 mg, Tablet, 60 Tabs",0,0,,
Cameroon,5/31/2018,"Dolutegravir 50 mg Tablet, 30 Tabs ",0,0,,
Cameroon,5/31/2018,"Efavirenz 600 mg, Tablet, 30 Tabs",0,0,,
Cameroon,5/31/2018,"Efavirenz 200 mg, Capsules, 90 Caps",0,0,,
Cameroon,5/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg, Tablet, 30 Tabs",0,0,,
Cameroon,5/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg, Tablet, 60 Tabs",0,0,,
Cameroon,5/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg, Dispersible Tablet, 60 Tabs",0,0,,
Cameroon,5/31/2018,"Lamivudine/Zidovudine 150/300 mg, Tablet, 60 Tabs",0,0,,
Cameroon,5/31/2018,"Lamivudine/Zidovudine 30/60 mg, Tablet, 60 Tabs",0,0,,
Cameroon,5/31/2018,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,0,,
Cameroon,5/31/2018,"Lopinavir/Ritonavir 80/20 mg/mL, Solution, 5 x 60 mL bottle ",0,0,,
Cameroon,5/31/2018,"Lopinavir/ritonavir 200/50 mg, Tablet, 120 Tabs ",0,0,,
Cameroon,5/31/2018,"Nevirapine 200 mg, Tablet, 60 Tabs",0,0,,
Cameroon,5/31/2018,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",0,0,,
Cameroon,5/31/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs  ",0,0,,
Cameroon,5/31/2018,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",0,0,,
Cameroon,5/31/2018,"Lamivudine/Tenofovir DF 300/300 mg, Tablet, 30 Tabs",0,0,,
Cameroon,5/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,0,,
Cameroon,5/31/2018,"HIV-1/2 RTK OraQuick ADVANCE Rapid Antibody Test, 100 Tests",0,0,,
Cameroon,7/20/2018,"Abacavir/Lamivudine 600/300 mg, Tablet, 30 Tabs",0,0,,
Cameroon,7/20/2018,"Abacavir/Lamivudine 120/60 mg, Tablet, 30 Tabs ",0,0,,
Cameroon,7/20/2018,"Atazanavir/ritonavir 300/100 mg, Tablet, 30 Tabs",0,0,,
Cameroon,7/20/2018,"Darunavir 600 mg, Tablet, 60 Tabs",0,0,,
Cameroon,7/20/2018,"Dolutegravir 50 mg Tablet, 30 Tabs ",0,0,,
Cameroon,7/20/2018,"Efavirenz 600 mg, Tablet, 30 Tabs",0,0,,
Cameroon,7/20/2018,"Efavirenz 200 mg, Capsules, 90 Caps",0,0,,
Cameroon,7/20/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg, Tablet, 30 Tabs",0,0,,
Cameroon,7/20/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg, Tablet, 60 Tabs",0,0,,
Cameroon,7/20/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg, Dispersible Tablet, 60 Tabs",0,0,,
Cameroon,7/20/2018,"Lamivudine/Zidovudine 150/300 mg, Tablet, 60 Tabs",0,0,,
Cameroon,7/20/2018,"Lamivudine/Zidovudine 30/60 mg, Tablet, 60 Tabs",0,0,,
Cameroon,7/20/2018,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,0,,
Cameroon,7/20/2018,"Lopinavir/Ritonavir 80/20 mg/mL, Solution, 5 x 60 mL bottle ",0,0,,
Cameroon,7/20/2018,"Lopinavir/ritonavir 200/50 mg, Tablet, 120 Tabs ",0,0,,
Cameroon,7/20/2018,"Nevirapine 200 mg, Tablet, 60 Tabs",0,0,,
Cameroon,7/20/2018,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",0,0,,
Cameroon,7/20/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs  ",0,0,,
Cameroon,7/20/2018,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",0,0,,
Cameroon,7/20/2018,"Lamivudine/Tenofovir DF 300/300 mg, Tablet, 30 Tabs",0,0,,
Cameroon,7/20/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,0,,
Cameroon,7/20/2018,"HIV-1/2 RTK OraQuick ADVANCE Rapid Antibody Test, 100 Tests",0,0,,
Cameroon,8/31/2018,"Abacavir/Lamivudine 600/300 mg, Tablet, 30 Tabs",0,0,,
Cameroon,8/31/2018,"Abacavir/Lamivudine 120/60 mg, Tablet, 30 Tabs ",0,0,,
Cameroon,8/31/2018,"Atazanavir/ritonavir 300/100 mg, Tablet, 30 Tabs",0,0,,
Cameroon,8/31/2018,"Darunavir 600 mg, Tablet, 60 Tabs",0,0,,
Cameroon,8/31/2018,"Dolutegravir 50 mg Tablet, 30 Tabs ",0,0,,
Cameroon,8/31/2018,"Efavirenz 600 mg, Tablet, 30 Tabs",0,0,,
Cameroon,8/31/2018,"Efavirenz 200 mg, Capsules, 90 Caps",0,0,,
Cameroon,8/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg, Tablet, 30 Tabs",0,0,,
Cameroon,8/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg, Tablet, 60 Tabs",0,0,,
Cameroon,8/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg, Dispersible Tablet, 60 Tabs",0,0,,
Cameroon,8/31/2018,"Lamivudine/Zidovudine 150/300 mg, Tablet, 60 Tabs",0,0,,
Cameroon,8/31/2018,"Lamivudine/Zidovudine 30/60 mg, Tablet, 60 Tabs",0,0,,
Cameroon,8/31/2018,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,0,,
Cameroon,8/31/2018,"Lopinavir/Ritonavir 80/20 mg/mL, Solution, 5 x 60 mL bottle ",0,0,,
Cameroon,8/31/2018,"Lopinavir/ritonavir 200/50 mg, Tablet, 120 Tabs ",0,0,,
Cameroon,8/31/2018,"Nevirapine 200 mg, Tablet, 60 Tabs",0,0,,
Cameroon,8/31/2018,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",0,0,,
Cameroon,8/31/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs  ",0,0,,
Cameroon,8/31/2018,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",0,0,,
Cameroon,8/31/2018,"Lamivudine/Tenofovir DF 300/300 mg, Tablet, 30 Tabs",0,0,,
Cameroon,8/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,0,,
Cameroon,8/31/2018,"HIV-1/2 RTK OraQuick ADVANCE Rapid Antibody Test, 100 Tests",0,0,,
Cameroon,9/30/2018,"Abacavir/Lamivudine 600/300 mg, Tablet, 30 Tabs",0,0,,
Cameroon,9/30/2018,"Abacavir/Lamivudine 120/60 mg, Tablet, 30 Tabs ",0,0,,
Cameroon,9/30/2018,"Atazanavir/ritonavir 300/100 mg, Tablet, 30 Tabs",0,0,,
Cameroon,9/30/2018,"Darunavir 600 mg, Tablet, 60 Tabs",0,0,,
Cameroon,9/30/2018,"Dolutegravir 50 mg Tablet, 30 Tabs ",0,0,,
Cameroon,9/30/2018,"Efavirenz 600 mg, Tablet, 30 Tabs",0,0,,
Cameroon,9/30/2018,"Efavirenz 200 mg, Capsules, 90 Caps",0,0,,
Cameroon,9/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg, Tablet, 30 Tabs",0,0,,
Cameroon,9/30/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg, Tablet, 60 Tabs",0,0,,
Cameroon,9/30/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg, Dispersible Tablet, 60 Tabs",0,0,,
Cameroon,9/30/2018,"Lamivudine/Zidovudine 150/300 mg, Tablet, 60 Tabs",0,0,,
Cameroon,9/30/2018,"Lamivudine/Zidovudine 30/60 mg, Tablet, 60 Tabs",0,0,,
Cameroon,9/30/2018,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,0,,
Cameroon,9/30/2018,"Lopinavir/Ritonavir 80/20 mg/mL, Solution, 5 x 60 mL bottle ",0,0,,
Cameroon,9/30/2018,"Lopinavir/ritonavir 200/50 mg, Tablet, 120 Tabs ",0,0,,
Cameroon,9/30/2018,"Nevirapine 200 mg, Tablet, 60 Tabs",0,0,,
Cameroon,9/30/2018,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",0,0,,
Cameroon,9/30/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs  ",0,0,,
Cameroon,9/30/2018,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",0,0,,
Cameroon,9/30/2018,"Lamivudine/Tenofovir DF 300/300 mg, Tablet, 30 Tabs",0,0,,
Cameroon,9/30/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,0,,
Cameroon,9/30/2018,"HIV-1/2 RTK OraQuick ADVANCE Rapid Antibody Test, 100 Tests",0,0,,
Cameroon,10/31/2018,"Abacavir/Lamivudine 600/300 mg, Tablet, 30 Tabs",0,0,,
Cameroon,10/31/2018,"Abacavir/Lamivudine 120/60 mg, Tablet, 30 Tabs ",0,0,,
Cameroon,10/31/2018,"Atazanavir/ritonavir 300/100 mg, Tablet, 30 Tabs",0,0,,
Cameroon,10/31/2018,"Darunavir 600 mg, Tablet, 60 Tabs",0,0,,
Cameroon,10/31/2018,"Dolutegravir 50 mg Tablet, 30 Tabs ",0,0,,
Cameroon,10/31/2018,"Efavirenz 600 mg, Tablet, 30 Tabs",0,0,,
Cameroon,10/31/2018,"Efavirenz 200 mg, Capsules, 90 Caps",0,0,,
Cameroon,10/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg, Tablet, 30 Tabs",0,0,,
Cameroon,10/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg, Tablet, 60 Tabs",0,0,,
Cameroon,10/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg, Dispersible Tablet, 60 Tabs",0,0,,
Cameroon,10/31/2018,"Lamivudine/Zidovudine 150/300 mg, Tablet, 60 Tabs",0,0,,
Cameroon,10/31/2018,"Lamivudine/Zidovudine 30/60 mg, Tablet, 60 Tabs",0,0,,
Cameroon,10/31/2018,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,0,,
Cameroon,10/31/2018,"Lopinavir/Ritonavir 80/20 mg/mL, Solution, 5 x 60 mL bottle ",0,0,,
Cameroon,10/31/2018,"Lopinavir/ritonavir 200/50 mg, Tablet, 120 Tabs ",0,0,,
Cameroon,10/31/2018,"Nevirapine 200 mg, Tablet, 60 Tabs",0,0,,
Cameroon,10/31/2018,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",0,0,,
Cameroon,10/31/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs  ",0,0,,
Cameroon,10/31/2018,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",0,0,,
Cameroon,10/31/2018,"Lamivudine/Tenofovir DF 300/300 mg, Tablet, 30 Tabs",0,0,,
Cameroon,10/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,0,,
Cameroon,10/31/2018,"HIV-1/2 RTK OraQuick ADVANCE Rapid Antibody Test, 100 Tests",0,0,,
Cameroon,11/30/2018,"Abacavir/Lamivudine 600/300 mg, Tablet, 30 Tabs",0,0,,
Cameroon,11/30/2018,"Abacavir/Lamivudine 120/60 mg, Tablet, 30 Tabs ",0,0,,
Cameroon,11/30/2018,"Atazanavir/ritonavir 300/100 mg, Tablet, 30 Tabs",0,0,,
Cameroon,11/30/2018,"Darunavir 600 mg, Tablet, 60 Tabs",0,0,,
Cameroon,11/30/2018,"Dolutegravir 50 mg Tablet, 30 Tabs ",0,0,,
Cameroon,11/30/2018,"Efavirenz 600 mg, Tablet, 30 Tabs",0,0,,
Cameroon,11/30/2018,"Efavirenz 200 mg, Capsules, 90 Caps",0,0,,
Cameroon,11/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg, Tablet, 30 Tabs",0,0,,
Cameroon,11/30/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg, Tablet, 60 Tabs",0,0,,
Cameroon,11/30/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg, Dispersible Tablet, 60 Tabs",0,0,,
Cameroon,11/30/2018,"Lamivudine/Zidovudine 150/300 mg, Tablet, 60 Tabs",0,0,,
Cameroon,11/30/2018,"Lamivudine/Zidovudine 30/60 mg, Tablet, 60 Tabs",0,0,,
Cameroon,11/30/2018,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,0,,
Cameroon,11/30/2018,"Lopinavir/Ritonavir 80/20 mg/mL, Solution, 5 x 60 mL bottle ",0,0,,
Cameroon,11/30/2018,"Lopinavir/ritonavir 200/50 mg, Tablet, 120 Tabs ",0,0,,
Cameroon,11/30/2018,"Nevirapine 200 mg, Tablet, 60 Tabs",0,0,,
Cameroon,11/30/2018,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",0,0,,
Cameroon,11/30/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs  ",0,0,,
Cameroon,11/30/2018,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",0,0,,
Cameroon,11/30/2018,"Lamivudine/Tenofovir DF 300/300 mg, Tablet, 30 Tabs",0,0,,
Cameroon,11/30/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,0,,
Cameroon,11/30/2018,"HIV-1/2 RTK OraQuick ADVANCE Rapid Antibody Test, 100 Tests",0,0,,
Cameroon,1/24/2019,"Abacavir/Lamivudine 600/300 mg, Tablet, 30 Tabs",0,,0,
Cameroon,1/24/2019,"Abacavir/Lamivudine 120/60 mg, Tablet, 30 Tabs ",0,,0,
Cameroon,1/24/2019,"Atazanavir/ritonavir 300/100 mg, Tablet, 30 Tabs",0,,0,
Cameroon,1/24/2019,"Darunavir 600 mg, Tablet, 60 Tabs",0,,0,
Cameroon,1/24/2019,"Dolutegravir 50 mg Tablet, 30 Tabs ",0,,0,
Cameroon,1/24/2019,"Efavirenz 600 mg, Tablet, 30 Tabs",0,,0,
Cameroon,1/24/2019,"Efavirenz 200 mg, Capsules, 90 Caps",0,,0,
Cameroon,1/24/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg, Tablet, 30 Tabs",0,,0,
Cameroon,1/24/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg, Tablet, 60 Tabs",0,,0,
Cameroon,1/24/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg, Dispersible Tablet, 60 Tabs",0,,0,
Cameroon,1/24/2019,"Lamivudine/Zidovudine 150/300 mg, Tablet, 60 Tabs",0,,0,
Cameroon,1/24/2019,"Lamivudine/Zidovudine 30/60 mg, Tablet, 60 Tabs",0,,0,
Cameroon,1/24/2019,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,,0,
Cameroon,1/24/2019,"Lopinavir/Ritonavir 80/20 mg/mL, Solution, 5 x 60 mL bottle ",0,,0,
Cameroon,1/24/2019,"Lopinavir/ritonavir 200/50 mg, Tablet, 120 Tabs ",0,,0,
Cameroon,1/24/2019,"Nevirapine 200 mg, Tablet, 60 Tabs",0,,0,
Cameroon,1/24/2019,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",0,,0,
Cameroon,1/24/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs  ",0,,0,
Cameroon,1/24/2019,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",0,,0,
Cameroon,1/24/2019,"Lamivudine/Tenofovir DF 300/300 mg, Tablet, 30 Tabs",0,,0,
Cameroon,1/24/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,,0,
Cameroon,1/24/2019,"HIV-1/2 RTK OraQuick ADVANCE Rapid Antibody Test, 100 Tests",0,,0,
Cameroon,1/31/2019,"Abacavir/Lamivudine 600/300 mg, Tablet, 30 Tabs",0,,0,
Cameroon,1/31/2019,"Abacavir/Lamivudine 120/60 mg, Tablet, 30 Tabs ",0,,0,
Cameroon,1/31/2019,"Atazanavir/ritonavir 300/100 mg, Tablet, 30 Tabs",0,,0,
Cameroon,1/31/2019,"Darunavir 600 mg, Tablet, 60 Tabs",0,,0,
Cameroon,1/31/2019,"Dolutegravir 50 mg Tablet, 30 Tabs ",0,,0,
Cameroon,1/31/2019,"Efavirenz 600 mg, Tablet, 30 Tabs",0,,0,
Cameroon,1/31/2019,"Efavirenz 200 mg, Capsules, 90 Caps",0,,0,
Cameroon,1/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg, Tablet, 30 Tabs",0,,0,
Cameroon,1/31/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg, Tablet, 60 Tabs",0,,0,
Cameroon,1/31/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg, Dispersible Tablet, 60 Tabs",0,,0,
Cameroon,1/31/2019,"Lamivudine/Zidovudine 150/300 mg, Tablet, 60 Tabs",0,,0,
Cameroon,1/31/2019,"Lamivudine/Zidovudine 30/60 mg, Tablet, 60 Tabs",0,,0,
Cameroon,1/31/2019,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,,0,
Cameroon,1/31/2019,"Lopinavir/Ritonavir 80/20 mg/mL, Solution, 5 x 60 mL bottle ",0,,0,
Cameroon,1/31/2019,"Lopinavir/ritonavir 200/50 mg, Tablet, 120 Tabs ",0,,0,
Cameroon,1/31/2019,"Nevirapine 200 mg, Tablet, 60 Tabs",0,,0,
Cameroon,1/31/2019,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",0,,0,
Cameroon,1/31/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs  ",0,,0,
Cameroon,1/31/2019,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",0,,0,
Cameroon,1/31/2019,"Lamivudine/Tenofovir DF 300/300 mg, Tablet, 30 Tabs",0,,0,
Cameroon,1/31/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,,0,
Cameroon,1/31/2019,"HIV-1/2 RTK OraQuick ADVANCE Rapid Antibody Test, 100 Tests",0,,0,
Cameroon,2/28/2019,"Abacavir/Lamivudine 600/300 mg, Tablet, 30 Tabs",0,,0,
Cameroon,2/28/2019,"Abacavir/Lamivudine 120/60 mg, Tablet, 30 Tabs ",0,,0,
Cameroon,2/28/2019,"Atazanavir/ritonavir 300/100 mg, Tablet, 30 Tabs",0,,0,
Cameroon,2/28/2019,"Darunavir 600 mg, Tablet, 60 Tabs",0,,0,
Cameroon,2/28/2019,"Dolutegravir 50 mg Tablet, 30 Tabs ",0,,0,
Cameroon,2/28/2019,"Efavirenz 600 mg, Tablet, 30 Tabs",0,,0,
Cameroon,2/28/2019,"Efavirenz 200 mg, Capsules, 90 Caps",0,,0,
Cameroon,2/28/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg, Tablet, 30 Tabs",0,,0,
Cameroon,2/28/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg, Tablet, 60 Tabs",0,,0,
Cameroon,2/28/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg, Dispersible Tablet, 60 Tabs",0,,0,
Cameroon,2/28/2019,"Lamivudine/Zidovudine 150/300 mg, Tablet, 60 Tabs",0,,0,
Cameroon,2/28/2019,"Lamivudine/Zidovudine 30/60 mg, Tablet, 60 Tabs",0,,0,
Cameroon,2/28/2019,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,,0,
Cameroon,2/28/2019,"Lopinavir/Ritonavir 80/20 mg/mL, Solution, 5 x 60 mL bottle ",0,,0,
Cameroon,2/28/2019,"Lopinavir/ritonavir 200/50 mg, Tablet, 120 Tabs ",0,,0,
Cameroon,2/28/2019,"Nevirapine 200 mg, Tablet, 60 Tabs",0,,0,
Cameroon,2/28/2019,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",0,,0,
Cameroon,2/28/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs  ",0,,0,
Cameroon,2/28/2019,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",0,,0,
Cameroon,2/28/2019,"Lamivudine/Tenofovir DF 300/300 mg, Tablet, 30 Tabs",0,,0,
Cameroon,2/28/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,,0,
Cameroon,2/28/2019,"HIV-1/2 RTK OraQuick ADVANCE Rapid Antibody Test, 100 Tests",0,,0,
Cameroon,3/31/2019,"Abacavir/Lamivudine 600/300 mg, Tablet, 30 Tabs",0,,0,
Cameroon,3/31/2019,"Abacavir/Lamivudine 120/60 mg, Tablet, 30 Tabs ",0,,0,
Cameroon,3/31/2019,"Atazanavir/ritonavir 300/100 mg, Tablet, 30 Tabs",0,,0,
Cameroon,3/31/2019,"Darunavir 600 mg, Tablet, 60 Tabs",0,,0,
Cameroon,3/31/2019,"Dolutegravir 50 mg Tablet, 30 Tabs ",0,,0,
Cameroon,3/31/2019,"Efavirenz 600 mg, Tablet, 30 Tabs",0,,0,
Cameroon,3/31/2019,"Efavirenz 200 mg, Capsules, 90 Caps",0,,0,
Cameroon,3/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg, Tablet, 30 Tabs",0,,0,
Cameroon,3/31/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg, Tablet, 60 Tabs",0,,0,
Cameroon,3/31/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg, Dispersible Tablet, 60 Tabs",0,,0,
Cameroon,3/31/2019,"Lamivudine/Zidovudine 150/300 mg, Tablet, 60 Tabs",0,,0,
Cameroon,3/31/2019,"Lamivudine/Zidovudine 30/60 mg, Tablet, 60 Tabs",0,,0,
Cameroon,3/31/2019,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,,0,
Cameroon,3/31/2019,"Lopinavir/Ritonavir 80/20 mg/mL, Solution, 5 x 60 mL bottle ",0,,0,
Cameroon,3/31/2019,"Lopinavir/ritonavir 200/50 mg, Tablet, 120 Tabs ",0,,0,
Cameroon,3/31/2019,"Nevirapine 200 mg, Tablet, 60 Tabs",0,,0,
Cameroon,3/31/2019,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",0,,0,
Cameroon,3/31/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs  ",0,,0,
Cameroon,3/31/2019,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",0,,0,
Cameroon,3/31/2019,"Lamivudine/Tenofovir DF 300/300 mg, Tablet, 30 Tabs",0,,0,
Cameroon,3/31/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,,0,
Cameroon,3/31/2019,"HIV-1/2 RTK OraQuick ADVANCE Rapid Antibody Test, 100 Tests",0,,0,
Cote d'Ivoire,7/31/2018,"Abacavir 300 mg, Tablet, 60 Tabs",179,0,,
Cote d'Ivoire,7/31/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",12753,10.54,,
Cote d'Ivoire,7/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",3269.333333,2.47,,
Cote d'Ivoire,7/31/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",1785,17.82,,
Cote d'Ivoire,7/31/2018,"Darunavir 600 mg Tablet, 60 Tabs",137.3333333,3.71,,
Cote d'Ivoire,7/31/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",129.3333333,6.19,,
Cote d'Ivoire,7/31/2018,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",0,0,,
Cote d'Ivoire,7/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",2545.666667,8.01,,
Cote d'Ivoire,7/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",2189.333333,14.58,,
Cote d'Ivoire,7/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",167501,8.13,,
